rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId,prev_actionId,next_actionId,prev_pointId,next_pointId,prev_spinId,next_spinId,prev_positionId,next_positionId,prev_handId,next_handId,prev_strengthId,next_strengthId,prev_strikeId,next_strikeId,has_next,target_serverGetPoint,score_diff,score_total,lead_state,is_close_score,is_deuce_like,is_game_point_self,is_game_point_other,strike_parity,serve_receive_phase,stage_bucket,action_group,action_spin_combo,action_point_combo,hand_action_combo,action_bigram,spin_bigram,action_changed,point_changed,spin_changed,position_changed,hand_changed,prefix_attack_count,prefix_control_count,prefix_defense_count,prefix_serve_count,prefix_unique_action_count,same_action_run_len,same_action_run_bucket
8418,2,174,6,23,2,11,11,1,47,114,2,2,2,3,0,6,0,0,,4,,2,,0,,1,,2,,1,,False,1,0,22,0,1,1,0,0,0,receive,2_receive,Attack,6|3,6|0,2|6,0->6,2->3,1,1,1,0,1,1,0,0,0,2,1,1
8419,2,174,6,24,6,12,11,1,114,47,4,2,2,3,0,14,0,1,,9,,1,,0,,1,,3,,4,,False,1,1,23,1,1,1,1,0,0,rally,5_8_mid,Defense,14|3,14|0,2|14,1->14,1->3,1,1,1,0,1,3,0,2,0,6,1,1
8420,2,174,6,25,5,12,12,0,114,47,4,0,0,0,0,0,0,2,,5,,1,,0,,1,,2,,4,,False,0,0,24,0,1,1,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,2->0,1->0,1,1,1,0,1,3,0,0,0,4,1,1
8421,2,174,6,26,11,13,12,0,47,114,4,2,2,1,0,2,0,6,,9,,3,,0,,2,,2,,4,,False,0,1,25,1,1,1,1,0,1,rally,9plus_late,Attack,2|1,2|0,2|2,6->2,3->1,1,1,1,0,0,6,3,1,0,6,1,1
8422,2,174,6,27,3,13,13,0,114,47,4,1,3,1,0,5,0,10,,9,,3,,0,,1,,2,,2,,False,0,0,26,0,1,1,0,0,1,rally,3_4_early,Attack,5|1,5|0,1|5,10->5,3->1,1,1,1,0,0,1,1,0,0,3,1,1
8423,2,174,6,28,5,14,13,0,47,114,4,2,2,3,0,13,0,6,,9,,3,,0,,2,,3,,4,,False,0,1,27,1,1,1,1,0,1,rally,5_8_mid,Defense,13|3,13|0,2|13,6->13,3->3,1,1,0,0,0,1,2,1,0,4,1,1
8424,2,174,6,29,6,14,14,1,47,114,4,2,2,3,0,13,0,6,,9,,3,,0,,2,,3,,4,,False,1,0,28,0,1,1,0,0,0,rally,5_8_mid,Defense,13|3,13|0,2|13,6->13,3->3,1,1,0,0,0,3,1,1,0,5,1,1
8426,2,174,7,1,6,0,0,1,114,47,4,0,0,0,0,0,0,6,,8,,3,,0,,2,,3,,4,,False,1,0,0,0,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,6->0,3->0,1,1,1,0,1,1,3,0,0,3,1,1
8427,2,174,7,3,9,1,1,0,114,47,4,1,2,1,0,2,0,6,,7,,3,,0,,2,,2,,4,,False,0,0,2,0,1,0,0,0,1,rally,9plus_late,Attack,2|1,2|0,1|2,6->2,3->1,1,1,1,0,1,7,0,1,0,4,1,1
8428,2,174,7,4,8,2,1,1,47,114,4,2,2,3,0,6,0,6,,6,,3,,0,,2,,2,,4,,False,1,1,3,1,1,0,0,0,0,rally,5_8_mid,Attack,6|3,6|0,2|6,6->6,3->3,0,1,0,0,0,7,0,0,0,5,2,2
8429,2,174,7,5,5,2,2,0,47,114,4,2,3,3,0,6,0,13,,6,,3,,0,,2,,2,,4,,False,0,0,4,0,1,0,0,0,1,rally,5_8_mid,Attack,6|3,6|0,2|6,13->6,3->3,1,1,0,0,0,3,0,1,0,4,1,1
8430,2,174,7,6,4,3,2,1,114,47,4,1,2,3,0,13,0,2,,7,,1,,0,,1,,3,,4,,False,1,1,5,1,1,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,2->13,1->3,1,1,1,0,0,2,0,1,0,4,1,1
8431,2,174,7,7,6,3,3,1,47,114,4,2,2,1,0,2,0,6,,6,,3,,0,,2,,3,,4,,False,1,0,6,0,1,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,2|2,6->2,3->1,1,1,1,0,0,3,2,0,0,5,1,1
8432,2,174,7,10,8,4,5,1,114,47,4,0,0,0,0,0,0,13,,4,,3,,0,,1,,2,,4,,False,1,-1,9,-1,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,13->0,3->0,1,1,1,0,1,3,1,2,0,5,1,1
8433,2,174,7,11,5,4,6,0,114,47,4,1,3,1,0,2,0,2,,7,,1,,0,,1,,3,,4,,False,0,-2,10,-1,0,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,2->2,1->1,0,1,0,0,0,3,1,0,0,4,2,2
8434,2,174,7,12,6,7,4,1,47,114,4,1,2,3,0,13,0,6,,7,,3,,0,,2,,3,,4,,False,1,3,11,1,0,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,1|13,6->13,3->3,1,1,0,0,1,3,1,1,0,5,1,1
8435,2,174,7,13,5,7,5,0,47,114,4,0,0,0,0,0,0,6,,4,,3,,0,,2,,2,,4,,False,0,2,12,1,0,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,6->0,3->0,1,1,1,0,1,1,2,0,0,3,1,1
8436,2,174,7,14,5,7,6,0,47,114,4,0,0,0,0,0,0,13,,5,,3,,0,,1,,2,,4,,False,0,1,13,1,1,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,13->0,3->0,1,1,1,0,1,2,0,1,0,4,1,1
8437,2,174,7,16,7,8,7,0,114,47,4,2,2,1,0,2,0,2,,6,,1,,0,,1,,2,,4,,False,0,1,15,1,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,1,4,2,0,0,4,3,3
8438,2,174,7,19,3,10,8,0,47,114,4,1,2,2,0,10,0,11,,4,,3,,0,,1,,2,,2,,False,0,2,18,1,0,0,1,0,1,rally,3_4_early,Control,10|2,10|0,1|10,11->10,3->2,1,1,1,0,0,0,2,0,0,3,1,1
8439,2,174,7,20,4,10,9,1,47,114,4,0,0,0,0,0,0,5,,7,,1,,0,,1,,3,,4,,False,1,1,19,1,1,0,1,0,0,rally,3_4_early,Zero,0|0,0|0,0|0,5->0,1->0,1,1,1,0,1,1,1,0,0,3,1,1
8440,2,174,7,22,5,11,10,0,47,114,4,2,2,3,0,13,0,2,,9,,1,,0,,2,,3,,4,,False,0,1,21,1,1,1,1,0,1,rally,5_8_mid,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,0,3,0,1,0,4,1,1
8441,2,174,7,23,9,11,11,0,114,47,4,2,2,1,0,2,0,2,,9,,1,,0,,1,,2,,4,,False,0,0,22,0,1,1,0,0,1,rally,9plus_late,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,1,8,0,0,0,3,2,2
8442,2,174,7,24,12,11,12,1,114,47,4,2,2,3,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,1,-1,23,-1,1,1,0,1,0,rally,9plus_late,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,6,3,2,0,7,1,1
8443,2,174,7,25,6,13,11,1,47,114,4,1,3,1,0,2,0,2,,8,,1,,0,,2,,2,,4,,False,1,2,24,1,0,1,1,0,0,rally,5_8_mid,Attack,2|1,2|0,1|2,2->2,1->1,0,1,0,0,1,5,0,0,0,3,3,3
8444,2,174,7,26,9,13,12,0,47,114,4,1,2,1,0,2,0,6,,5,,3,,0,,2,,3,,4,,False,0,1,25,1,1,1,1,0,1,rally,9plus_late,Attack,2|1,2|0,1|2,6->2,3->1,1,1,1,0,1,5,3,0,0,5,1,1
8445,2,174,7,27,3,13,13,0,114,47,4,1,3,1,0,2,0,7,,5,,3,,0,,2,,2,,2,,False,0,0,26,0,1,1,0,0,1,rally,3_4_early,Attack,2|1,2|0,1|2,7->2,3->1,1,1,1,0,1,2,0,0,0,3,1,1
8446,2,174,7,28,5,14,13,0,47,114,4,1,3,1,0,5,0,1,,8,,1,,0,,2,,1,,4,,False,0,1,27,1,1,1,1,0,1,rally,5_8_mid,Attack,5|1,5|0,1|5,1->5,1->1,1,1,0,0,1,2,2,0,0,5,1,1
8447,2,174,7,29,8,14,14,1,47,114,4,1,3,1,0,2,0,1,,5,,1,,0,,2,,1,,4,,False,1,0,28,0,1,1,0,0,0,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,1,5,0,2,0,6,1,1
8448,1,176,1,1,5,0,0,0,56,29,4,1,0,0,0,0,0,2,,7,,1,,0,,2,,3,,4,,False,0,0,0,0,1,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,1|0,2->0,1->0,1,1,1,0,1,2,1,0,1,5,1,1
8449,1,176,1,2,6,1,0,1,29,56,4,2,0,0,0,13,0,13,,0,,1,,0,,2,,3,,4,,False,1,1,1,1,1,0,0,0,0,rally,5_8_mid,Defense,13|0,13|0,2|13,13->13,1->0,0,0,1,0,0,1,2,2,1,4,2,2
8450,1,176,1,3,5,1,1,0,29,56,4,1,2,1,0,5,0,1,,8,,1,,0,,1,,3,,4,,False,0,0,2,0,1,0,0,0,1,rally,5_8_mid,Attack,5|1,5|0,1|5,1->5,1->1,1,1,0,0,0,4,0,0,1,4,1,1
8451,1,176,1,4,2,2,1,1,56,29,2,2,2,1,0,1,3,15,,9,,1,,3,,1,,3,,1,,False,1,1,3,1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,2|1,15->1,1->1,1,1,0,0,1,1,0,0,1,2,1,1
8452,1,176,1,5,5,2,2,0,56,29,4,1,3,1,0,1,0,1,,7,,1,,0,,2,,3,,4,,False,0,0,4,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,1,4,0,0,1,4,2,2
8453,1,176,1,6,5,2,3,0,56,29,4,1,3,1,0,13,0,2,,7,,1,,0,,1,,3,,4,,False,0,-1,5,-1,1,0,0,0,1,rally,5_8_mid,Defense,13|1,13|0,1|13,2->13,1->1,1,1,0,0,0,2,1,1,1,5,1,1
8454,1,176,1,7,4,2,4,1,56,29,4,2,2,1,0,13,0,1,,9,,1,,0,,1,,2,,4,,False,1,-2,6,-1,0,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,1,1,1,1,4,1,1
8455,1,176,1,8,10,2,5,1,56,29,4,1,3,1,0,1,0,1,,8,,1,,0,,1,,3,,4,,False,1,-3,7,-1,0,0,0,0,0,rally,9plus_late,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,0,5,4,0,1,5,2,2
8456,1,176,1,9,6,6,2,1,29,56,4,2,3,1,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,4,8,1,0,0,0,0,0,rally,5_8_mid,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,1,3,1,1,4,1,1
8457,1,176,1,10,2,6,3,1,29,56,2,1,2,2,0,10,3,15,,4,,4,,3,,1,,2,,1,,False,1,3,9,1,0,0,0,0,0,receive,2_receive,Control,10|2,10|0,1|10,15->10,4->2,1,1,1,0,0,0,1,0,1,2,1,1
8458,1,176,1,11,3,6,4,0,29,56,4,1,2,1,0,1,0,4,,7,,1,,3,,2,,3,,2,,False,0,2,10,1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,4->1,1->1,1,1,0,1,1,2,0,0,1,3,1,1
8459,1,176,1,12,6,5,6,1,56,29,4,2,3,1,0,1,0,13,,9,,1,,0,,2,,3,,4,,False,1,-1,11,-1,1,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,2|1,13->1,1->1,1,1,0,0,0,3,1,1,1,5,1,1
8460,1,176,1,13,2,7,5,1,29,56,2,2,1,2,0,11,3,15,,2,,5,,3,,1,,2,,1,,False,1,2,12,1,0,0,0,0,0,receive,2_receive,Control,11|2,11|0,2|11,15->11,5->2,1,1,1,0,1,0,1,0,1,2,1,1
8461,1,176,1,14,4,7,6,1,29,56,4,1,2,1,0,1,0,11,,5,,2,,0,,1,,2,,4,,False,1,1,13,1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,11->1,2->1,1,1,1,0,0,1,2,0,1,3,1,1
8462,1,176,1,15,2,7,7,1,56,29,2,2,2,1,0,4,3,15,,4,,5,,3,,1,,1,,1,,False,1,0,14,0,1,0,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,15->4,5->1,1,1,1,0,1,1,0,0,1,2,1,1
8463,1,176,1,16,7,8,7,0,29,56,4,1,3,1,0,1,0,13,,7,,1,,0,,2,,2,,4,,False,0,1,15,1,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,1->1,1,1,0,0,1,2,3,1,1,4,1,1
8464,1,176,1,17,4,8,8,1,29,56,4,2,2,1,0,13,0,1,,8,,1,,0,,1,,3,,4,,False,1,0,16,0,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,1,1,1,1,4,1,1
8465,1,176,1,18,4,8,9,1,29,56,4,2,3,1,0,1,0,4,,9,,1,,0,,2,,2,,4,,False,1,-1,17,-1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,2|1,4->1,1->1,1,1,0,0,0,2,1,0,1,4,1,1
8466,1,176,1,19,8,10,8,1,56,29,4,2,3,1,0,5,0,1,,9,,1,,0,,1,,3,,4,,False,1,2,18,1,0,0,1,0,0,rally,5_8_mid,Attack,5|1,5|0,2|5,1->5,1->1,1,1,0,0,1,6,0,1,1,5,1,1
8467,1,176,1,20,4,10,9,1,56,29,4,1,2,1,0,1,0,1,,8,,1,,0,,1,,2,,4,,False,1,1,19,1,1,0,1,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,0,2,1,0,1,3,2,2
8468,1,176,1,21,5,10,10,0,56,29,4,1,3,1,0,1,0,2,,7,,1,,0,,2,,3,,4,,False,0,0,20,0,1,1,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,2->1,1->1,1,1,0,0,1,3,1,0,1,4,1,1
8469,1,176,1,22,2,10,11,1,56,29,2,2,2,1,0,4,3,15,,6,,4,,3,,1,,1,,1,,False,1,-1,21,-1,1,1,0,1,0,receive,2_receive,Attack,4|1,4|0,2|4,15->4,4->1,1,1,1,0,1,1,0,0,1,2,1,1
8470,1,176,2,1,5,0,0,0,29,56,4,2,3,1,0,5,0,5,,9,,1,,0,,2,,3,,4,,False,0,0,0,0,1,0,0,0,1,rally,5_8_mid,Attack,5|1,5|0,2|5,5->5,1->1,0,1,0,0,0,4,0,0,1,3,3,3
8471,1,176,2,2,6,1,0,1,56,29,4,2,3,1,0,1,0,13,,8,,1,,0,,2,,2,,4,,False,1,1,1,1,1,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,2|1,13->1,1->1,1,1,0,0,0,4,0,1,1,4,1,1
8472,1,176,2,3,5,1,1,0,56,29,4,1,2,1,0,1,0,7,,7,,1,,0,,2,,3,,4,,False,0,0,2,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,7->1,1->1,1,1,0,0,1,2,2,0,1,4,1,1
8473,1,176,2,4,4,2,1,1,29,56,4,1,3,1,0,2,0,1,,9,,1,,0,,1,,1,,4,,False,1,1,3,1,1,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,2,1,0,1,4,1,1
8474,1,176,2,5,5,2,2,0,29,56,4,1,3,1,0,1,0,1,,7,,1,,0,,1,,3,,4,,False,0,0,4,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,0,4,0,0,1,4,2,2
8475,1,176,2,6,4,3,2,1,56,29,4,1,2,1,0,13,0,1,,7,,1,,0,,1,,3,,4,,False,1,1,5,1,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,1|13,1->13,1->1,1,1,0,0,0,2,0,1,1,4,1,1
8476,1,176,2,7,4,3,3,1,29,56,4,2,3,1,0,1,0,5,,9,,1,,0,,2,,2,,4,,False,1,0,6,0,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,2|1,5->1,1->1,1,1,0,0,0,3,0,0,1,3,1,1
8477,1,176,2,8,4,3,4,1,29,56,4,2,2,1,0,13,0,7,,9,,1,,0,,1,,3,,4,,False,1,-1,7,-1,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,2|13,7->13,1->1,1,1,0,0,1,1,1,1,1,4,1,1
8478,1,176,2,9,2,5,3,1,56,29,2,1,3,2,0,10,1,15,,5,,5,,1,,1,,2,,1,,False,1,2,8,1,0,0,0,0,0,receive,2_receive,Control,10|2,10|0,1|10,15->10,5->2,1,1,1,0,0,0,1,0,1,2,1,1
8479,1,176,2,10,7,4,5,0,29,56,4,1,3,1,0,1,0,13,,7,,1,,0,,2,,3,,4,,False,0,-1,9,-1,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,1->1,1,1,0,0,1,5,0,1,1,5,1,1
8480,1,176,2,11,12,4,6,1,29,56,4,2,2,1,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,-2,10,-1,0,0,0,0,0,rally,9plus_late,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,7,1,3,1,4,1,1
8481,1,176,2,12,4,4,7,1,29,56,4,1,2,1,0,5,0,1,,7,,1,,0,,2,,3,,4,,False,1,-3,11,-1,0,0,0,0,0,rally,3_4_early,Attack,5|1,5|0,1|5,1->5,1->1,1,1,0,0,1,2,1,0,1,4,1,1
8482,1,176,2,13,6,8,4,1,56,29,4,1,3,1,0,5,0,1,,7,,1,,0,,1,,3,,4,,False,1,4,12,1,0,0,0,0,0,rally,5_8_mid,Attack,5|1,5|0,1|5,1->5,1->1,1,1,0,0,0,4,1,0,1,5,1,1
8483,1,176,2,14,3,5,8,0,29,56,4,2,3,1,0,1,0,1,,9,,1,,1,,2,,3,,2,,False,0,-3,13,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,2|1,1->1,1->1,0,1,0,1,0,2,0,0,1,2,2,2
8484,1,176,2,15,4,5,9,1,29,56,4,1,3,1,0,7,0,11,,5,,2,,0,,1,,2,,4,,False,1,-4,14,-1,0,0,0,0,0,rally,3_4_early,Attack,7|1,7|0,1|7,11->7,2->1,1,1,1,0,0,1,2,0,1,3,1,1
8485,1,176,2,16,4,5,10,1,29,56,4,1,3,1,0,1,0,1,,7,,1,,0,,1,,3,,4,,False,1,-5,15,-1,0,0,0,1,0,rally,3_4_early,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,0,3,0,0,1,2,3,3
8486,1,176,3,1,23,0,0,0,56,29,4,1,3,1,0,1,0,13,,7,,1,,0,,2,,3,,4,,False,0,0,0,0,1,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,13->1,1->1,1,1,0,0,1,17,2,3,1,7,1,1
8487,1,176,3,2,3,0,1,0,56,29,4,1,3,1,0,1,0,4,,7,,1,,3,,2,,3,,2,,False,0,-1,1,-1,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,4->1,1->1,1,1,0,1,1,2,0,0,1,3,1,1
8488,1,176,3,3,5,2,0,0,29,56,4,1,3,1,0,1,0,2,,7,,1,,0,,1,,3,,4,,False,0,2,2,1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,2->1,1->1,1,1,0,0,0,3,1,0,1,4,1,1
8489,1,176,3,4,3,2,1,0,29,56,4,2,3,1,0,13,0,4,,9,,1,,3,,2,,3,,2,,False,0,1,3,1,1,0,0,0,1,rally,3_4_early,Defense,13|1,13|0,2|13,4->13,1->1,1,1,0,1,0,1,0,1,1,3,1,1
8490,1,176,3,5,4,2,2,1,29,56,4,1,3,1,0,1,0,1,,8,,1,,0,,2,,3,,4,,False,1,0,4,0,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,1,3,0,0,1,2,3,3
8491,1,176,3,6,7,3,2,0,56,29,4,2,0,0,0,14,0,1,,9,,1,,0,,1,,3,,4,,False,0,1,5,1,1,0,0,0,1,rally,5_8_mid,Defense,14|0,14|0,2|14,1->14,1->0,1,1,1,0,1,4,0,2,1,4,1,1
8492,1,176,3,7,2,3,3,1,56,29,2,1,1,1,0,1,3,17,,4,,2,,3,,1,,2,,1,,False,1,0,6,0,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,17->1,2->1,1,1,1,0,0,1,0,0,1,2,1,1
8493,1,176,3,8,3,4,3,0,29,56,4,2,2,1,0,7,0,11,,5,,2,,3,,1,,2,,2,,False,0,1,7,1,1,0,0,0,1,rally,3_4_early,Attack,7|1,7|0,2|7,11->7,2->1,1,1,1,1,1,1,1,0,1,3,1,1
8494,1,176,3,9,4,4,4,1,29,56,4,2,2,1,0,13,0,1,,8,,1,,0,,1,,3,,4,,False,1,0,8,0,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,1,1,1,1,4,1,1
8495,1,176,3,10,7,5,4,0,56,29,4,2,3,1,0,1,0,13,,8,,1,,0,,2,,2,,4,,False,0,1,9,1,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,2|1,13->1,1->1,1,1,0,0,0,3,1,2,1,4,1,1
8496,1,176,3,11,9,5,5,0,29,56,4,1,3,1,0,1,0,1,,7,,1,,0,,2,,3,,4,,False,0,0,10,0,1,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,1,6,0,2,1,4,2,2
8497,1,176,3,12,6,6,5,1,56,29,4,2,3,1,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,1,11,1,1,0,0,0,0,rally,5_8_mid,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,4,0,1,1,5,1,1
8498,1,176,3,13,8,6,6,1,29,56,4,2,0,0,0,13,0,6,,9,,1,,0,,2,,3,,4,,False,1,0,12,0,1,0,0,0,0,rally,5_8_mid,Defense,13|0,13|0,2|13,6->13,1->0,1,1,1,0,0,4,1,2,1,6,1,1
8499,1,176,3,14,3,7,6,0,56,29,4,1,2,2,0,10,0,11,,4,,2,,3,,1,,2,,2,,False,0,1,13,1,1,0,0,0,1,rally,3_4_early,Control,10|2,10|0,1|10,11->10,2->2,1,1,0,1,0,0,2,0,1,3,1,1
8500,1,176,3,15,4,7,7,1,56,29,4,1,3,1,0,1,0,5,,7,,1,,0,,2,,3,,4,,False,1,0,14,0,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,5->1,1->1,1,1,0,0,1,3,0,0,1,4,1,1
8501,1,176,3,16,4,7,8,1,56,29,4,2,3,1,0,13,0,7,,9,,1,,0,,1,,3,,4,,False,1,-1,15,-1,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,2|13,7->13,1->1,1,1,0,0,1,1,1,1,1,4,1,1
8502,1,176,3,17,8,9,7,1,29,56,4,2,2,1,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,2,16,1,0,0,0,0,0,rally,5_8_mid,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,3,2,2,1,6,1,1
8503,1,176,3,18,6,9,8,1,29,56,4,2,3,1,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,1,17,1,1,0,0,0,0,rally,5_8_mid,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,2,2,1,1,5,1,1
8504,1,176,3,19,4,9,9,1,56,29,4,2,3,1,0,13,0,1,,0,,1,,0,,1,,3,,4,,False,1,0,18,0,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,2|13,1->13,1->1,1,0,0,0,1,2,0,1,1,4,1,1
8505,1,176,3,20,2,9,10,1,56,29,2,2,3,1,0,4,3,17,,4,,2,,3,,1,,3,,1,,False,1,-1,19,-1,1,0,0,1,0,receive,2_receive,Attack,4|1,4|0,2|4,17->4,2->1,1,1,1,0,1,1,0,0,1,2,1,1
8506,1,176,4,1,4,0,0,1,56,29,4,1,3,1,0,2,0,1,,7,,1,,0,,2,,3,,4,,False,1,0,0,0,1,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,1,2,1,0,1,4,1,1
8507,1,176,4,2,7,1,0,0,29,56,4,1,3,1,0,1,0,1,,7,,1,,0,,2,,3,,4,,False,0,1,1,1,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,1,3,2,1,1,5,2,2
8508,1,176,4,3,3,1,1,0,56,29,4,2,3,1,0,5,0,7,,9,,1,,1,,1,,3,,2,,False,0,0,2,0,1,0,0,0,1,rally,3_4_early,Attack,5|1,5|0,2|5,7->5,1->1,1,1,0,1,1,2,0,0,1,3,1,1
8509,1,176,4,4,2,2,1,1,29,56,2,2,2,2,0,10,1,15,,5,,4,,1,,1,,1,,1,,False,1,1,3,1,1,0,0,0,0,receive,2_receive,Control,10|2,10|0,2|10,15->10,4->2,1,1,1,0,1,0,1,0,1,2,1,1
8510,1,176,4,5,5,2,2,0,29,56,4,1,3,1,0,1,0,6,,8,,1,,0,,2,,3,,4,,False,0,0,4,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,6->1,1->1,1,1,0,0,1,3,1,0,1,4,1,1
8511,1,176,4,6,6,3,2,1,56,29,4,1,3,1,0,13,0,1,,0,,1,,0,,1,,3,,4,,False,1,1,5,1,1,0,0,0,0,rally,5_8_mid,Defense,13|1,13|0,1|13,1->13,1->1,1,0,0,0,0,3,0,2,1,4,1,1
8512,1,176,4,7,4,3,3,1,29,56,4,2,3,1,0,4,0,11,,5,,2,,0,,1,,1,,4,,False,1,0,6,0,1,0,0,0,0,rally,3_4_early,Attack,4|1,4|0,2|4,11->4,2->1,1,1,1,0,1,1,2,0,1,3,1,1
8513,1,176,4,8,5,4,3,0,56,29,4,1,2,1,0,13,0,1,,8,,1,,0,,1,,2,,4,,False,0,1,7,1,1,0,0,0,1,rally,5_8_mid,Defense,13|1,13|0,1|13,1->13,1->1,1,1,0,0,0,2,0,2,1,4,1,1
8514,1,176,4,9,5,4,4,0,29,56,4,1,3,1,0,2,0,1,,8,,1,,0,,1,,1,,4,,False,0,0,8,0,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,3,1,0,1,5,1,1
8515,1,176,4,10,4,5,4,1,56,29,4,1,3,1,0,1,0,7,,8,,1,,0,,1,,2,,4,,False,1,1,9,1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,7->1,1->1,1,1,0,0,0,2,1,0,1,4,1,1
8517,1,176,4,12,3,5,6,0,56,29,4,2,2,1,0,5,0,7,,9,,1,,1,,1,,3,,2,,False,0,-1,11,-1,1,0,0,0,1,rally,3_4_early,Attack,5|1,5|0,2|5,7->5,1->1,1,1,0,1,1,2,0,0,1,3,1,1
8518,1,176,4,13,3,7,5,0,29,56,4,2,3,1,0,1,0,4,,9,,1,,1,,2,,3,,2,,False,0,2,12,1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,2|1,4->1,1->1,1,1,0,1,0,2,0,0,1,3,1,1
8519,1,176,4,14,3,7,6,0,29,56,4,2,3,1,0,13,0,1,,9,,1,,1,,1,,3,,2,,False,0,1,13,1,1,0,0,0,1,rally,3_4_early,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,1,1,1,0,1,1,3,1,1
